feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,label
-0.465082122915222,-0.465235027617741,-0.46259576860106,-0.462919068703386,-0.465994629917536,-0.464446692892629,-0.462678781352217,-0.464866514484263,-0.46317911415887,-0.465109298227996,-0.460880980714166,-0.459989727832908,-0.457945222983764,-0.454899060049073,-0.454517230953359,-0.461532359867075,-0.462584672288362,-0.460396445329907,-0.464689922535052,-0.460933684565587,-0.460047944401018,-0.461620372433553,-0.459655077192741,-0.462609094161334,-0.461416195648168,-0.46064783893922,-0.460006630298979,-0.466074323443995,-0.465380562613724,-0.467065456664307,-0.466075062573295,-0.466599732781166,-0.465180180103764,-0.4685080460599,-0.466903200549407,-0.463096440535765,-0.465409570532905,-0.464926160292355,-0.462136921833714,-0.462116752263285,-0.463233868902848,-0.460220340620596,-0.465429200599788,-0.464996303487142,-0.468014395141383,-0.466587877070261,-0.464474160655219,-0.458722556692101,-0.4654242300417,-0.467043121113472,-0.467271208204498,-0.465624227763549,-0.462848819988254,-0.459151780699925,-0.467195487747249,-0.464450692101363,-0.461314781381541,-0.461371059600059,-0.458140979828333,-0.4610300326381,-0.461715712469707,-0.458926911348075,-0.459668288366307,-0.460765117931971,-0.456550977667586,-0.4613482697642,-0.461140196669263,-0.459853351887823,-0.457859516465999,-0.463889337931726,-0.464721356618548,-0.459580019126718,-0.455871815099834,-0.460874991369082,-0.454110180729276,-0.459915724881336,-0.460278634520406,-0.45476309639269,-0.46031222269654,-0.463049090380603,-0.461234719749501,-0.460649657146257,-0.462706707550331,-0.463595926617557,-0.459802222911525,-0.462033026266019,-0.463137850302654,-0.4631148660216,-0.466099507219381,-0.467531898006124,-0.465198747630553,-0.465338153972786,-0.468724703123818,-0.462123061240598,-0.465136656387962,-0.466863438721963,-0.464715382897201,-0.467931362497643,-0.462903751014731,-0.467633986834268,0
-0.459704479249502,-0.459625647372904,-0.457299652274206,-0.457810122976626,-0.460368067382002,-0.459347016311662,-0.457796224973796,-0.459905258709224,-0.458577202880886,-0.460315023628258,-0.455441484772389,-0.455272754435691,-0.453356968447953,-0.449909329505459,-0.449322463497464,-0.456225237135075,-0.456950511433971,-0.455807066953371,-0.459152380115799,-0.455818912428333,-0.454919127711316,-0.456306796633186,-0.455128369015329,-0.457045045607654,-0.455931115851889,-0.455938333608825,-0.455091297288066,-0.461295714340681,-0.46004151590588,-0.46149102633122,-0.461051178479944,-0.461509877617085,-0.459717589417114,-0.46339549227906,-0.461545318027336,-0.457691713886466,-0.459687778980098,-0.459803494405751,-0.456526508811396,-0.456919530131294,-0.458531118311916,-0.454993060634015,-0.459933818779153,-0.460261797197383,-0.463155201714746,-0.461375016118975,-0.459781887996873,-0.453146361984489,-0.460104910510089,-0.461328870125776,-0.462506778665819,-0.460837572441585,-0.457841286969439,-0.454105580263752,-0.462083981477333,-0.459168527137914,-0.455853006391826,-0.456112301220737,-0.452690220657142,-0.456102007130868,-0.456309861879031,-0.454000665147619,-0.454579129203907,-0.45553227554473,-0.450686234484592,-0.455560565243194,-0.455531510052126,-0.454405350622734,-0.451898454934866,-0.457565933261622,-0.45808216351355,-0.451891692597361,-0.449283836783209,-0.454374849803457,-0.448276483131381,-0.454355983590652,-0.45402935632884,-0.449499364912576,-0.455183955731377,-0.457376071871063,-0.456217867218533,-0.454934353057382,-0.457512548365356,-0.458169805535126,-0.455063044029983,-0.457320716672375,-0.457983580435116,-0.458428033505477,-0.460335887252015,-0.46173440308536,-0.460083141485805,-0.459899640917813,-0.463698190864123,-0.456515053689877,-0.459852646994453,-0.461891140357455,-0.459711205360424,-0.463189325288743,-0.458137396555177,-0.462843610041719,1
-0.462045735950655,-0.462174045883499,-0.459673716470173,-0.459719185288025,-0.463014045153901,-0.461270108054978,-0.459580331498958,-0.461693908827516,-0.460092898568954,-0.462135726508416,-0.457905972404206,-0.457078650160419,-0.455093347913554,-0.452073976020182,-0.45158712451646,-0.45872286957413,-0.459699857566307,-0.457622723645703,-0.462000339305255,-0.458343486751173,-0.457572476665572,-0.459154674726917,-0.457174449846123,-0.459926190574294,-0.458679947861515,-0.457798394975543,-0.457130790373736,-0.463234238647527,-0.462392449543601,-0.463925307544764,-0.462926341670158,-0.463589200420617,-0.462192183010953,-0.465499496088115,-0.463880819752431,-0.460007069339199,-0.46217227062592,-0.461956936195342,-0.459177503851307,-0.458981072671455,-0.460183375863765,-0.457107217282902,-0.462167982889757,-0.461891507148502,-0.464899180015705,-0.463481587077764,-0.461407188101679,-0.455578742251218,-0.46216432812577,-0.46386515701788,-0.464175027601063,-0.462544424496535,-0.459695074154592,-0.456288200348031,-0.464031248326477,-0.461378171481052,-0.458273369040795,-0.458269409355454,-0.455146150834705,-0.457965423533174,-0.458710598449027,-0.455814665818448,-0.456682252560839,-0.457588423592939,-0.453583211685994,-0.458271144746095,-0.4580616253858,-0.456862739999115,-0.454733890512226,-0.460739009624553,-0.461761535708467,-0.456592928606917,-0.452832290250783,-0.457819076421187,-0.451034415619059,-0.456799040712301,-0.457355103525898,-0.451699133292325,-0.457397333821934,-0.460101350880657,-0.45820041738036,-0.457575213934571,-0.459495631661829,-0.460401767804888,-0.456632512360883,-0.458985057247924,-0.46018456604282,-0.459876286965435,-0.462970414130781,-0.464395409102008,-0.462158256072523,-0.462276218921194,-0.465573645235529,-0.459169119615371,-0.461983502388634,-0.4638094722164,-0.461555640376481,-0.464848673927866,-0.459900385401077,-0.464567719427071,0
-0.428872358263603,-0.432178993387738,-0.427974595114296,-0.427316137824807,-0.42729699447059,-0.429811136020488,-0.427937281269419,-0.432783505084372,-0.426100224684904,-0.427702741672617,-0.428629511508707,-0.427796247752246,-0.421409019938119,-0.416657334300776,-0.420429252771702,-0.424443986039313,-0.43053635723526,-0.422624527137474,-0.432320572141938,-0.427598605220588,-0.424115938201477,-0.42438673775148,-0.42726389255712,-0.429805683306297,-0.425561008694574,-0.428388003481421,-0.425766126663506,-0.429733198676474,-0.431462276514062,-0.434514522466254,-0.434300275993848,-0.430602805295434,-0.425499894305043,-0.43638024186449,-0.429180163139983,-0.431180559363737,-0.433538630623811,-0.428994302180464,-0.425640391877482,-0.426738058088366,-0.424594104719143,-0.42315563252305,-0.430646243909209,-0.430134292198641,-0.434862994148402,-0.431345666667096,-0.431486484798642,-0.425365296640639,-0.427027270562863,-0.434552508576511,-0.435107256957519,-0.426760176401335,-0.42972734610486,-0.425137627222014,-0.429353620434646,-0.429146364623396,-0.428494360910463,-0.424745968363616,-0.427219796476095,-0.428631886886243,-0.431258227172966,-0.426371502859172,-0.423940016465099,-0.430212824962724,-0.421471383133093,-0.425684647550104,-0.426817134343915,-0.42806002753408,-0.421655970343417,-0.426298453206897,-0.428515601344256,-0.424841746881852,-0.421729836280816,-0.431603144022477,-0.422270296193045,-0.429287239381897,-0.432229889512938,-0.427090159819554,-0.428385590706268,-0.433395051815606,-0.433922699674882,-0.433533538234587,-0.43819009878974,-0.437996492929462,-0.442986490794738,-0.441180599534045,-0.441495009682834,-0.438462349111559,-0.441429741769436,-0.437401000268154,-0.439178159565463,-0.431391369728937,-0.438899257661317,-0.427478012226088,-0.4340041300582,-0.433441822408714,-0.432815281174543,-0.434626105065562,-0.428663288160535,-0.434594352588219,0
-0.361602,-0.356949,-0.36171,-0.358892,-0.357123,-0.361199,-0.364164,-0.353331,-0.356227,-0.356642,-0.354247,-0.360038,-0.357663,-0.355553,-0.367119,-0.359048,-0.363147,-0.362139,-0.360213,-0.361948,-0.356613,-0.36063,-0.359123,-0.364037,-0.359877,-0.362124,-0.359949,-0.359523,-0.358755,-0.360531,-0.364346,-0.359291,-0.358066,-0.356737,-0.356003,-0.350701,-0.354412,-0.349058,-0.353081,-0.345637,-0.347529,-0.342096,-0.33827,-0.34529,-0.347701,-0.349733,-0.351156,-0.355863,-0.353961,-0.361489,-0.358522,-0.359529,-0.358182,-0.363575,-0.355971,-0.35709,-0.362809,-0.358647,-0.360415,-0.360417,-0.36351,-0.360777,-0.357767,-0.360853,-0.364856,-0.360297,-0.363314,-0.366013,-0.355169,-0.350724,-0.357921,-0.359019,-0.355012,-0.354479,-0.356628,-0.355333,-0.357034,-0.357685,-0.361013,-0.365337,-0.365813,-0.364742,-0.357767,-0.365199,-0.359483,-0.36509,-0.366478,-0.359689,-0.364176,-0.364681,-0.364328,-0.364188,-0.356267,-0.365737,-0.366336,-0.356302,-0.362674,-0.357491,-0.363662,-0.361234,1
-0.451518999868614,-0.451341118735372,-0.447900228699724,-0.448927965217026,-0.450937876710542,-0.449544114207796,-0.448071409177452,-0.450491252282782,-0.448636853008467,-0.451180668864548,-0.447500602724756,-0.445474239708933,-0.443079300344003,-0.440685509033699,-0.43999710460479,-0.447759099588276,-0.448032902876301,-0.446118257261933,-0.45047933066544,-0.44614137752411,-0.446698041536734,-0.447194579409578,-0.446317337903,-0.448758223692267,-0.44798226405335,-0.44632553204874,-0.446062728763638,-0.451283766625519,-0.45129856002564,-0.451884198121008,-0.451008475259841,-0.451445432862138,-0.450944645104819,-0.453663413320469,-0.452334817144825,-0.448930502538228,-0.450560960493413,-0.450234256188695,-0.449127686496618,-0.447713753060101,-0.450209110366176,-0.446569640687402,-0.451807137977135,-0.451455537066189,-0.455173451284869,-0.453717833672414,-0.452620967548843,-0.447078860497657,-0.453348043330217,-0.453898034029187,-0.454680260042986,-0.451880779881516,-0.449842640306293,-0.446554284478446,-0.454330349132889,-0.451365840700277,-0.447459638823936,-0.447291192855462,-0.445343197964204,-0.447521209755232,-0.448569285505274,-0.444546930882337,-0.44599231993212,-0.446458026407105,-0.443138112657539,-0.447074845372567,-0.446802147357773,-0.445439494006188,-0.444457260366497,-0.450187240736597,-0.44982509043632,-0.446031896862127,-0.441340876539564,-0.447299854687392,-0.439916683899893,-0.446341730791278,-0.445698432878466,-0.441431409747199,-0.446067036682198,-0.449405030976079,-0.446869752853158,-0.446483598250373,-0.448906621048847,-0.449859875738836,-0.445586884401818,-0.448190097766396,-0.448264590416388,-0.448791705940042,-0.451024437754579,-0.453204579714827,-0.451100453685767,-0.451480021160914,-0.454208199158136,-0.448443307226037,-0.450029787615324,-0.453340479488799,-0.449998850114484,-0.453651994749079,-0.448452534752557,-0.452832670412844,0
2.53378397324732,2.26098575039037,2.35127441080049,2.16541947981648,2.46255032518566,2.41115604022789,2.5489156656609,2.4098678325413,2.57602332798999,2.50870970498914,2.41179519409114,2.66884923518208,2.53597495114312,2.97469147702228,2.85040187422991,3.11438045950256,2.80668157940318,2.97303451738287,2.89615296376757,2.67377256960817,2.62149249433307,2.38722558071896,2.45162588172762,2.24041100918598,2.49337467857246,2.41416064811311,2.46158986368176,2.33679768933525,2.27463146837602,2.49019476135284,2.54455853059356,2.53052491357874,2.53792652984318,2.43012088733981,2.27835377972088,2.41177647949246,2.2622105346872,2.50916078152945,2.31723528486824,2.18696596781509,2.38267670695899,2.20475491814748,2.35503162646338,2.13724768286253,2.48761259700324,2.39579999178255,2.16969414705024,2.43337154204089,2.19424564747031,2.30511000142186,2.22692064283697,2.34864592687985,2.45939833365674,2.14294036588886,2.30885515161929,2.18553408032996,2.30474208670089,2.2705208191192,2.09847115233127,2.06087404650933,2.28350680619176,2.30776705439667,2.06547534606036,2.45928549973129,2.40156318341059,2.42114982004758,2.47623129390622,2.37975329133873,2.41915650505186,2.34454734264124,2.48371609667707,2.23082933673331,2.40122751661572,2.07032157595088,2.1235791596211,2.16012204003773,2.28294822685778,2.36416151909931,2.298003145665,2.23183342566199,2.36715732859066,2.12527201884277,2.23942640378882,2.26109050727795,2.19355599453233,2.18253493917505,2.44811345224323,2.3215283569109,2.38448645419644,2.2630451897936,2.16776159736942,2.1906191108733,2.51767044379586,2.36924188197789,2.3109577784779,2.42356110073854,2.36517372090167,2.28202865441563,2.28767087225683,2.23890310101095,1
-0.432469,-0.434441,-0.431735,-0.434767,-0.434035,-0.436011,-0.434261,-0.430461,-0.431994,-0.430746,-0.432053,-0.436773,-0.434571,-0.433468,-0.436164,-0.432781,-0.433194,-0.431358,-0.432831,-0.434137,-0.428498,-0.434855,-0.433956,-0.433515,-0.435008,-0.434474,-0.433125,-0.43158,-0.435981,-0.43274,-0.436529,-0.435748,-0.436872,-0.434769,-0.436506,-0.430434,-0.432515,-0.431231,-0.433415,-0.43827,-0.436803,-0.433685,-0.433427,-0.433885,-0.431003,-0.433004,-0.4339,-0.433135,-0.434881,-0.436619,-0.436502,-0.43581,-0.438648,-0.436338,-0.433748,-0.437634,-0.435617,-0.438411,-0.433345,-0.436458,-0.434277,-0.432288,-0.435646,-0.436585,-0.435709,-0.433194,-0.435083,-0.434152,-0.431481,-0.428432,-0.428994,-0.429565,-0.430869,-0.426212,-0.429037,-0.429514,-0.430254,-0.434386,-0.432529,-0.435049,-0.434563,-0.435532,-0.437001,-0.439936,-0.437427,-0.441948,-0.439791,-0.438914,-0.439791,-0.436299,-0.440419,-0.436489,-0.435039,-0.437045,-0.437408,-0.433891,-0.435216,-0.436565,-0.432495,-0.43552,0
-0.465119471534026,-0.465275788593042,-0.462637582941476,-0.462956218623474,-0.466036175080939,-0.464484845086502,-0.462717422273245,-0.464904818909515,-0.463220647654158,-0.465149110332859,-0.460920632805672,-0.460025802021114,-0.457986578480722,-0.454942581466811,-0.454552113172846,-0.46157002653504,-0.462628533020279,-0.46043323063332,-0.464730920567162,-0.460977249740664,-0.460092001668835,-0.461662836921008,-0.45969765838399,-0.462652840164094,-0.4614616082789,-0.460692007805156,-0.460050270589815,-0.466116636983871,-0.465426075430324,-0.467106245178939,-0.466110517339497,-0.46664345420549,-0.465225264933531,-0.468545405288148,-0.46694665961969,-0.463135475911895,-0.465448837729836,-0.464964714387705,-0.462173533190197,-0.46214788667058,-0.463268406990581,-0.460254654157829,-0.465457246847725,-0.465027676384104,-0.468050539769382,-0.466626219368226,-0.464514346646821,-0.45876262975901,-0.465464115107361,-0.46708368367594,-0.467312565129526,-0.465668264769539,-0.462886730870227,-0.459193165025581,-0.467235905853586,-0.464487492044438,-0.461356978137603,-0.461410348246225,-0.458176125403293,-0.461073820490895,-0.461754669655427,-0.458962332662949,-0.459708224503955,-0.460802106838659,-0.45658422694313,-0.46138814729417,-0.461179020569996,-0.459887051985442,-0.457891939971743,-0.463922072938793,-0.464757445224655,-0.459614879409954,-0.455905311463261,-0.460897833232014,-0.45413261597322,-0.459944633572438,-0.460308488624509,-0.454797835203351,-0.460349230247599,-0.463084971104853,-0.461267707272992,-0.46068683696813,-0.462742743450323,-0.463634303242679,-0.459843437941223,-0.462075659075173,-0.463182689295165,-0.463152071919536,-0.466142997821824,-0.46757152158008,-0.465235534512831,-0.465378006839635,-0.468772283361571,-0.462163450403108,-0.465172829174753,-0.466901293210183,-0.464758224977514,-0.467977330939673,-0.462941237957046,-0.467676051962408,1
-0.442969,-0.444727,-0.442264,-0.445028,-0.444021,-0.446316,-0.444635,-0.441082,-0.44277,-0.441338,-0.442764,-0.447347,-0.444636,-0.443595,-0.447135,-0.44286,-0.443699,-0.441351,-0.443393,-0.444995,-0.438878,-0.44564,-0.444585,-0.443834,-0.445784,-0.445197,-0.443696,-0.441502,-0.446314,-0.442497,-0.446633,-0.446068,-0.447223,-0.444764,-0.447102,-0.440017,-0.443191,-0.441597,-0.443562,-0.44816,-0.446899,-0.443983,-0.443206,-0.443554,-0.440902,-0.442365,-0.443581,-0.442677,-0.443763,-0.445109,-0.445169,-0.44458,-0.447365,-0.446053,-0.443221,-0.447815,-0.445382,-0.448642,-0.443296,-0.446929,-0.444766,-0.442636,-0.445573,-0.446978,-0.446284,-0.443726,-0.445262,-0.444914,-0.441505,-0.438162,-0.438971,-0.439941,-0.441538,-0.436364,-0.438754,-0.440243,-0.440979,-0.444388,-0.443253,-0.445595,-0.44544,-0.446141,-0.447343,-0.451049,-0.44805,-0.45269,-0.450534,-0.449891,-0.450206,-0.446985,-0.45137,-0.447415,-0.445631,-0.447447,-0.447604,-0.444047,-0.446035,-0.447284,-0.443184,-0.446349,0
